"formatted_name","Alignment.ID.beataml","Average.Rt.min..beataml","Average.Mz.beataml","original_name.beataml","Adduct.type.beataml","Reference.m.z.beataml","Formula.beataml","Ontology.beataml","MS.MS.spectrum.beataml","QC_CV.beataml","Alignment.ID.pilot","Average.Rt.min..pilot","Average.Mz.pilot","original_name.pilot","BEAT.NEG.Alignment.ID","BEAT.RT","Adduct.type.pilot","Reference.m.z.pilot","ppm.error","Formula.pilot","Ontology.pilot","S.N.average","MS1.isotopic.spectrum","MS.MS.spectrum.pilot","Std.dev","median","X.CV","QCpool_flag","Sample_flag","QC_CV.pilot","Blank_Co_Lip_01","Blank_Co_Lip_02","Blank_Co_Lip_03","Blank_Co_Lip_04","Blank_Co_Lip_05","Blank_Co_Lip_06","Blank_Co_Lip_07","Blank_Co_Lip_08","Blank_Co_Lip_09","Blank_Co_Lip_10","Blank_Co_Lip_11","Blank_Co_Lip_12","Blank_Co_Lip_13","Blank_Co_Lip_14","Blank_Co_Lip_15","Blank_Co_Lip_16","Blank_Co_Lip_17","Blank_Co_Lip_18","Blank_Co_Lip_19","Blank_Co_Lip_20","Blank_Co_Lip_21","Blank_Co_Lip_22","Blank_Co_Lip_23","Blank_Co_Lip_24","Lip_PB_01","Lip_PB_02","Lip_PB_03","QC_Pool_Lip_001","QC_Pool_Lip_002","QC_Pool_Lip_003","QC_Pool_Lip_004","QC_Pool_Lip_01","QC_Pool_Lip_02","QC_Pool_Lip_03","QC_Pool_Lip_04","QC_Pool_Lip_05","QC_Pool_Lip_06","QC_Pool_Lip_07","QC_Pool_Lip_08","BEAT.AML.Alignment.ID","BEAT.AML.RT"
"neg_PG 34:1|PG 16:0_18:1_[M-H]-","9340","19.763","747.5213","PG 34:1|PG 16:0_18:1","[M-H]-","747.51819","C40H77O10P","PG","78.95876:19259 152.99509:220918 160.18849:10752 171.00565:67112 178.3401:22555 209.02368:20139 227.0318:33236 255.23262:1765064 268.40469:11461 281.24866:2528576 283.26138:17856 391.2233:43298 417.24463:28273 465.26654:44815 483.27246:54591 491.27756:48638 509.28778:44259 612.49707:11067 747.51727:788007",22.0882976912437,"9922","19.108","747.51752","PG 34:1|PG 16:0_18:1","9340",19.763,"[M-H]-","747.51819","0.8962992593046","C40H77O10P","PG","9000.84","747.51654:3430735 748.51989:1746047 749.52325:432634","78.95871:19183 84.25386:5610 143.06599:5243 152.9953:198243 171.00594:66723 209.02116:12008 227.03157:30313 255.23238:1651824 281.24786:2338973 283.26175:15480 391.22433:64708 417.24054:41554 465.25772:49003 483.27087:88747 491.27887:45573 509.2865:46347 747.51385:1211698","1114474.38551448","22105523","5.04161057630023",0,0,5.00192213249257,9.06069593168755,NA,13.4374920101254,10.8818787076004,NA,9.91288933622996,NA,NA,NA,NA,NA,9.20945336562895,8.95710204156229,9.08746284125034,9.20945336562895,NA,NA,10.4008794362822,NA,10.211888294546,8.89481776330794,NA,NA,9.01122725542325,11.2755425560867,NA,9.06608919045777,24.3281706106672,24.381669549614,24.3611282974492,24.3427415076322,24.4139568716364,24.4577087625742,24.4895134591809,24.3561496898702,24.4264692635746,24.311346156755,24.5041513596341,24.5189675268072,NA,NA
"neg_PS O-40:6|PS O-18:1_22:5_[M-H]-__B","10756","19.826","820.53662","PS O-40:6|PS O-18:1_22:5","[M-H]-","820.5498","C46H80NO9P","EtherPS","403.26425:60823 421.27301:12300 733.52539:17414",32.4672620873592,"11217","19.25","820.54907","PS O-40:6|PS O-18:1_22:5","10756",820.53662,"[M-H]-","820.5498","0.889647404674179","C46H80NO9P","EtherPS","34.64","820.54907:345531 821.55242:152600 822.55578:49858","78.95712:37367 88.29516:5931 178.33546:9023 303.23007:70717 329.24557:17708 403.25952:336754 421.26941:52926 628.51971:10185 733.51709:79712 820.55072:22266","7658.53509412073","108960.5","7.02872609259386",0,0,6.9990069995422,NA,NA,NA,NA,NA,NA,NA,NA,9.34872815423108,NA,NA,9.14974711950468,9.64024493622235,NA,9.26209484537018,NA,NA,9.90086680798075,NA,NA,9.75488750216347,NA,NA,10.876516946565,NA,NA,NA,16.7444396908313,16.6098280126024,16.716203205511,16.6615832762601,16.7901066356607,16.8746452174026,16.7642496053672,16.6019883599355,16.9094829559113,16.812854162252,16.6284597801869,16.722367292628,NA,NA
"neg_PI 40:5|PI 18:0_22:5_[M-H]-__A","12515","19.937","911.56708","PI 40:5|PI 18:0_22:5","[M-H]-","911.56549","C49H85O13P","PI","78.95814:53226 91.41048:38889 152.99458:133989 223.00056:85209 241.01132:485517 283.26364:629098 297.03473:101586 329.24854:547310 419.25803:266459 581.30884:243311 599.32245:96688 627.29474:57581 911.56714:1822732",18.9698455649826,"12760","19.284","911.56384","PI 40:5|PI 18:0_22:5","12515",19.937,"[M-H]-","911.56549","1.81007291086335","C49H85O13P","PI","4659.72","911.56451:2666116 912.56786:1710006 913.57122:527148","78.26643:4928 78.95821:47802 96.96895:14208 121.48304:6088 152.99484:159745 223.00015:127483 231.20883:6790 241.01068:571911 259.02106:56314 283.26303:711537 285.25742:43792 297.03674:87603 303.2319:37259 309.27985:36590 315.04849:32431 329.24738:589640 419.25497:263529 437.26431:25215 445.27176:15520 465.24051:37459 581.30688:287324 599.31659:66027 607.3252:16301 627.29163:52272 645.30615:9644 673.51678:7130 911.55988:2140520","302477.967280601","7759797.5","3.89801366956549",0,0,3.90685933704682,NA,NA,11.8217739819706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4858293087019,NA,NA,NA,NA,NA,NA,22.8859279415738,22.8621831070273,22.9233958602751,22.9117913352176,22.8707684371968,22.9687722445715,22.9250764636252,22.7926798985437,22.9483709748135,22.8206090436546,22.8007964413197,22.8892452986255,NA,NA
"neg_PI 36:2|PI 18:0_18:2_[M-H]-","11544","20.033","861.55334","PI 36:2|PI 18:0_18:2","[M-H]-","861.54993","C45H83O13P","PI","78.95882:123128 93.21914:37945 93.85429:37906 96.97013:52770 120.94692:43646 134.98627:50615 152.96944:65474 152.99532:779531 167.95064:36270 223.0014:668686 241.01215:3038075 259.02332:191352 279.23322:3332611 281.24927:177504 283.26486:3287656 283.33829:76146 297.03842:485566 315.04825:133299 415.22632:276161 417.24722:56790 419.258:2077076 437.26752:154409 577.28101:374122 579.29401:71024 581.31067:2013499 595.29529:48323 599.32196:353711 731.14386:40107 861.54846:17366774",17.3353425942558,"11973","19.373","861.54816","PI 36:2|PI 18:0_18:2","11544",20.033,"[M-H]-","861.54993","2.05443693781621","C45H83O13P","PI","29959.13","861.54987:19274920 862.55322:10635389 863.55658:3085562","78.94791:7311 78.95832:133595 84.24454:5841 96.96896:51699 131.80432:5825 134.98396:28375 152.99495:537067 166.25986:5616 171.00494:11370 204.99121:7261 216.80397:5010 223.00011:448489 235.52975:6295 241.01068:1943290 259.02124:164776 278.7392:7169 279.23175:2282819 281.24741:150509 283.26285:2372260 297.0365:307939 315.04718:98424 415.22311:165598 417.23956:36596 419.25464:1109699 437.26526:86867 577.27539:206163 579.29315:35369 581.30585:1058804 595.28351:31597 599.31573:220297 699.48273:10720 861.54163:8710829","1837489.35606278","39977286","4.5963334180884",0,0,4.62354700215094,12.0031665066652,NA,14.1902876785804,11.1667907507182,9.6724253419715,11.569855608331,10.1331422124006,NA,11.002815015607,9.50581155391959,NA,10.2143191208008,11.4046093978377,NA,10.9992953870234,9.25738784269265,NA,11.0993478104032,9.19475685442225,13.1616043040028,11.6586577921261,9.28771237954945,9.36413465500805,11.3398500028846,11.8595347863826,NA,10.5323559252889,25.1869003990721,25.1630324672585,25.2797073463432,25.1556628818349,25.243580200384,25.2626103202834,25.2622689373289,25.18967377169,25.329510729486,25.2617171915093,25.2063135829174,25.3722098769164,NA,NA
"neg_PG 38:4|PG 18:0_20:4_[M-H]-","10325","20.148","797.53766","PG 38:4|PG 18:0_20:4","[M-H]-","797.53381","C44H79O10P","PG","152.995:33028 171.00504:16947 178.29628:19171 254.49704:6381 259.2424:34147 279.23431:11541 283.2644:195018 303.23303:482731 493.29315:13936 511.30759:27652 513.26324:7411 797.5376:167487",12.9681091429776,"10857","19.694","799.5481","PG 38:3|PG 18:1_20:2","10325",20.148,"[M-H]-","799.5495","1.7509860239918","C44H81O10P","PG","67.44","799.54797:512245 800.55132:271044 801.55468:99253","93.66624:5216 144.46555:6339 148.11835:8202 148.1691:20590 152.99408:42544 154.23096:5666 168.41241:5675 171.00432:14805 178.8519:7385 227.02977:6308 279.23111:31834 281.2468:309763 307.26248:529706 309.27884:44426 417.24933:10320 491.27216:11655 509.28961:13736 517.29755:6674 535.29279:8323 601.30713:7774 684.22351:6159 799.54889:190256","10602.6419377722","178646","5.93500102872284",0,0,5.75746579203652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.90086680798075,17.4273292144923,17.4279511504682,17.4173580856543,17.4378414578783,17.5090326863065,17.455592113944,17.4060471854052,17.413008053113,17.5647895796267,17.583325214415,17.5900972387052,17.6285167389804,NA,NA
"neg_PE 36:5|PE 16:1_20:4_[M-H]-__A","9120","20.162","736.49554","PE 36:5|PE 16:1_20:4","[M-H]-","736.49231","C41H72NO8P","PE","75.2953:5875 75.5582:7275 87.0464:6259 115.58299:6319 139.75572:5456 140.01155:11667 156.17465:5451 174.1393:6528 175.75496:5137 196.03824:7854 253.16032:10497 253.21741:137063 259.24423:27782 291.22079:6634 303.23352:258042 385.1084:5803 432.25418:7749 444.28696:5803 450.2666:20313 482.27118:6326 542.57782:5722 736.50171:19883",39.4475851758492,"9712","19.422","736.49207","PE 36:5|PE 16:1_20:4","9120",20.162,"[M-H]-","736.49231","0.325868982885229","C41H72NO8P","PE","282.77","736.49207:2794596 737.49542:1370172 738.49878:329816","78.95843:11218 140.0108:97626 188.19989:6866 196.0372:74633 205.19519:43606 253.21648:1057696 259.24222:184468 279.22885:7360 303.23203:2255267 432.25037:31067 450.26215:184472 482.2616:11317 500.27728:12569 686.53442:17749 736.49158:179341","22875.9261966824","438541","5.21637114812125",0,0,5.21035237752683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.7428028304708,18.7521029271645,18.8404644632598,18.6234385795678,18.8478739910512,18.7419014359511,18.7642074820801,18.7011947624949,18.7106752907625,18.6307186076829,18.7073928369952,18.8438995882934,NA,NA
"neg_PI 38:3|PI 18:0_20:3_[M-H]-__A","12083","20.584","887.56866","PI 38:3|PI 18:0_20:3","[M-H]-","887.56549","C47H85O13P","PI","78.95856:120479 80.55267:20746 96.96939:30694 152.96965:28917 152.99525:442636 223.00102:446441 241.01161:1895411 259.02249:164129 283.19101:36298 283.26428:2136632 297.03784:278566 305.2485:2442818 315.0498:112048 403.10059:27806 419.25693:1223467 437.267:105661 441.24155:162042 581.30939:1202787 599.31958:234637 603.29517:273371 621.31348:34204 797.23505:27672 887.56354:8193008",17.8624929712155,"12406","19.91","887.56335","PI 38:3|PI 18:0_20:3","12083",20.584,"[M-H]-","887.56549","2.411089687523","C47H85O13P","PI","46461.05","887.56573:16787332 888.56908:9137543 889.57244:2816651","78.95827:127483 96.96889:46886 134.98433:15377 145.49319:5560 152.99489:467727 171.00632:10061 223.0002:367865 241.0107:1650869 259.02133:138487 261.25842:13733 283.26297:2080497 297.03662:256120 305.24719:2234100 315.04715:98323 419.25476:989688 437.26471:76104 441.23962:131364 581.30579:882669 599.31659:202569 603.29089:172542 621.30457:27848 887.55566:6474957","1820147.30595481","55455168","3.28219600011816",0,0,3.30705173880666,12.3213644320395,9.96578428466209,14.5979361490957,12.12153351734,NA,12.0603581826421,NA,NA,11.115693952197,NA,NA,9.8376279331714,12.1337844091799,9.56033283421244,11.0313565962557,9.38801728534514,NA,11.8970891283128,9.27146302790437,10.4178525148859,11.9450779951078,NA,NA,12.0891193979152,12.5347892114803,NA,9.10590850857116,25.6804441956024,25.7805350618469,25.6955793008575,25.6907727762831,25.7264927986203,25.5876950087844,25.7231424143667,25.7368262470931,25.7572133796251,25.7429585230469,25.7078481974592,25.7287847556462,NA,NA
"neg_PI 40:5|PI 18:0_22:5_[M-H]-__B","12516","20.636","911.56842","PI 40:5|PI 18:0_22:5","[M-H]-","911.56549","C49H85O13P","PI","144.12372:12364 152.99664:28398 178.29811:23146 223.00093:30011 231.21654:15011 241.01118:123634 283.26285:131073 285.25381:21698 297.03433:20678 329.24829:143549 419.25839:63822 581.3111:70369 599.32434:22375 627.30377:17903 911.56763:541931",23.1418805149397,"12759","19.966","911.56165","PI 40:5|PI 18:0_22:5","12516",20.636,"[M-H]-","911.56549","4.21253331997936","C49H85O13P","PI","2627.77","911.56403:8441184 912.56738:5171645 913.57074:1678113","78.9491:8886 78.95843:130945 96.96899:43239 134.98466:12848 152.99507:401442 171.00655:7167 177.16412:6971 179.17976:14977 185.26814:5670 223.00035:302594 231.21085:72467 241.01086:1452571 251.19952:12465 257.22568:6370 259.02155:137237 283.26318:1710377 285.25793:435664 297.03677:231408 311.23688:10085 315.04749:88118 329.24741:1583796 419.25522:734305 437.26675:62006 465.23849:72061 581.30603:746162 599.31683:240658 599.48987:4347 627.28986:126452 645.29901:18141 749.49921:6740 911.55804:4670316","85972.0757400949","4340143","1.98085813624332",0,0,1.97414074477895,NA,NA,9.66711154207503,9.39874369193819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0302822015367,22.1001939188119,22.0362212453925,22.0495511250965,22.0490711290092,22.0782707075927,22.0774497806166,22.0120761572947,22.0490711290092,22.0702392201766,22.0114081325032,22.0836130675227,NA,NA
"neg_GM3 42:3;O2_[M-H]-","14969","21.098","1259.80334","GM3 42:3;O2","[M-H]-","1259.7998","C65H116N2O21","GM3","87.00797:9400 143.73035:5475 152.78876:6209 290.08746:41180 1259.8064:18988",19.5790731021136,"14439","20.432","1259.79773","GM3 42:3;O2","14969",21.098,"[M-H]-","1259.7998","1.64311821608747","C65H116N2O21","GM3","403.63","1259.79822:278678 1260.80157:241749 1261.80493:93116","85.02801:5707 87.00725:71760 101.02351:8142 113.02237:12782 114.15202:5845 126.05513:13637 129.72217:5409 138.05652:6662 142.04913:16777 142.51358:5373 143.03415:10893 148.11882:8303 148.17015:20707 154.90596:6770 161.77205:5736 165.90602:5268 168.06313:11829 170.04523:9601 272.07889:6174 290.08731:320250 582.60376:6297 622.30768:7579 644.59552:8555 968.69757:7444 1259.80469:145313","10326.3851547207","138686.5","7.44584740023053",0,0,7.34268507464053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1148606998875,17.2202838480299,17.1744380977367,17.0957884688507,17.2558031315947,16.9822360322237,17.0670036224116,17.0468682133497,16.9646116184812,16.9808759140846,17.0281326953814,17.2459797176276,NA,NA
"neg_PI 38:3|PI 18:0_20:3_[M-H]-__B","12084","21.18","887.56897","PI 38:3|PI 18:0_20:3","[M-H]-","887.56549","C47H85O13P","PI","78.95843:107527 81.6405:21389 84.08344:25923 101.803:27442 128.94986:21023 152.96918:36705 152.99568:441480 178.3371:86895 203.21301:25760 223.00142:346427 241.01253:1562512 246.48506:23752 259.02271:156626 261.26065:51230 283.26547:1989506 297.03912:288943 305.24976:2700328 315.05093:86825 419.25864:903714 437.26749:76396 441.24451:89287 581.31274:870920 599.32379:249289 603.29535:150610 621.30652:26958 887.5705:6469500",21.2173876212344,"12407","20.497","887.56793","PI 38:3|PI 18:0_20:3","12084",21.18,"[M-H]-","887.56549","-2.74909291492661","C47H85O13P","PI","10370.4","887.56531:2477931 888.56866:1531245 889.57202:476425","78.95822:29258 92.10903:5246 96.96924:12413 135.19063:6096 152.99471:100761 178.28949:11938 193.95262:4953 223.00005:78775 241.01059:380815 259.02225:25453 261.25803:12984 283.26294:442753 297.03629:53717 305.24728:619396 315.0491:24389 339.45706:6468 419.25479:210660 437.2634:16420 441.24069:25846 581.30609:211692 599.31738:55203 603.29047:40596 621.29828:9650 887.55756:1566454","701849.362175648","11661744","6.01839109292442",0,0,5.99391070875996,9.84705734609134,NA,12.4470832262096,10.3750394313469,NA,NA,NA,NA,NA,9.22881869049588,NA,10.0714623625566,11.6059424396254,9.37937836707126,9.19229281447077,NA,NA,NA,NA,9.02236781302845,NA,9.24555270625568,NA,NA,9.4858293087019,9.14974711950468,9.3151495622563,23.4705440689523,23.521192692906,23.5378437762932,23.4708717047685,23.497652450799,23.4587313855329,23.369996234722,23.296278961491,23.442034192084,23.4796753093645,23.6313471597228,23.5688522421985,NA,NA
"neg_PE 36:5|PE 16:1_20:4_[M-H]-__B","9121","21.382","736.49591","PE 36:5|PE 16:1_20:4","[M-H]-","736.49231","C41H72NO8P","PE","130.75461:5492 141.58684:7613 253.21693:56478 259.2442:7311 303.23267:124021 450.26489:9889 500.27618:8573 544.89337:5555 736.48792:6173",44.5726806768791,"9715","19.762","736.49292","PE 36:5|PE 16:1_20:4","9121",21.382,"[M-H]-","736.49231","-0.828250331699341","C41H72NO8P","PE","93.17","736.49243:472591 737.49578:216192 738.49914:49740","140.01038:19218 160.10208:5254 196.03712:21377 205.19362:8282 253.21581:246546 255.23119:8358 259.24158:42103 303.23126:525708 347.11234:6161 432.25345:7718 450.26315:44428 736.49341:44239","5854.61427125234","194754.5","3.00615095992767",0,0,3.0325453025484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5803837142174,17.5683421205067,17.5849258106224,17.525115483563,17.5500478106762,17.5955634504949,17.5457563578176,17.5744604858001,17.6049440797721,17.4336750852237,17.5742461152913,17.5591978180765,NA,NA
"neg_PI 36:1|PI 18:0_18:1_[M-H]-","11586","21.435","863.56897","PI 36:1|PI 18:0_18:1","[M-H]-","863.56549","C45H85O13P","PI","78.95877:127541 96.96985:36314 143.32019:33604 143.56354:32208 152.99541:504943 223.00095:478735 241.01193:1931498 259.02194:154565 281.24896:2348797 283.2645:2487079 297.03888:307682 315.05008:88774 417.24188:143663 419.25735:1131810 437.26715:83384 579.29675:210048 581.30969:1109061 597.30817:41898 599.32202:218891 849.20758:35805 863.56531:7446183",17.5951827600719,"12008","20.729","863.56287","PI 36:1|PI 18:0_18:1","11586",21.435,"[M-H]-","863.56549","3.03393318783382","C45H85O13P","PI","20104.66","863.56482:3581254 864.56817:2099860 865.57153:625517","78.32337:5975 78.95845:51831 96.96909:15853 134.98521:7385 152.99509:194851 190.80225:6284 223.0004:161124 241.01096:689184 259.02148:55778 281.24759:866244 283.26321:911230 297.03665:118312 315.04813:28983 417.23965:49707 419.25519:410598 437.26645:34667 579.29022:87545 581.30621:400459 597.31177:11379 599.31732:82901 863.55792:3317043","3924663.64225509","21358347","18.3753154785578",0,0,18.0799954140676,12.0021117764799,10.1137421660492,13.7529032674754,11.610563503925,9.1006623390052,11.9038818457362,NA,NA,11.0660891904578,9.25974326369078,NA,10.5127404628035,12.845097960973,9.81858217748086,11.609178738142,9.0389189892923,9.49185309632967,11.1111356702347,9.0389189892923,12.5355183977687,11.3174126137649,10.8273427042341,9.08746284125034,11.7253662578956,12.0213270326244,NA,NA,23.9311924277309,24.0791369160393,24.2272387038708,24.218674381633,24.1683040910786,24.1178748317989,24.459978232285,24.5012572405878,24.4960201512719,24.550953641375,24.6972952025821,24.7531509359158,NA,NA
"neg_PA 36:1|PA 18:0_18:1_[M-H]-__B","8475","21.658","701.5155","PA 36:1|PA 18:0_18:1","[M-H]-","701.5127","C39H75O8P","PA","78.95792:274553 85.41383:10707 96.96845:67122 113.31603:14629 134.98384:14655 152.99448:1171139 171.00504:26684 178.28981:26099 191.53786:12252 281.17584:19204 281.24796:1176017 283.26337:3264149 322.02026:12713 417.24094:192172 419.25681:1058604 435.25241:45315 437.26743:550260 701.51508:437352",22.195659348192,"9017","21.144","701.51221","PA 36:1|PA 18:0_18:1","8475",21.658,"[M-H]-","701.5127","0.698490561914879","C39H75O8P","PA","512.96","701.51141:2650688 702.51476:1144108 703.51812:273674","78.95831:209797 96.96899:43962 134.98476:15834 138.43495:5155 152.99518:789161 168.04242:26380 171.00539:18106 178.33626:9313 281.24768:750892 283.26324:2055981 417.23975:123273 419.25507:659934 435.25146:28368 437.26593:329208 701.51874:380518","190147.204109418","1799826","10.5647548212671",0,0,10.4319056663208,13.9133569390736,12.3032099489448,13.4324114047036,12.9298131846641,11.9822806045583,13.6518365262701,13.0251395622785,12.1777309670333,13.6219373879639,13.0731373831104,12.4711671337244,13.6608872703026,13.7043359711823,12.2309210881379,13.5919897676151,12.1721149325331,12.1456137755134,13.4585347787446,12.5819066893088,12.2106713437856,13.6569834195745,13.0596824472476,11.5989829710361,13.613213928884,11.1529185761366,10.2667865406949,9.65284497300198,20.9478095602387,20.6303960075171,20.8422275598121,20.7086562031923,20.7705719537916,21.1002446181997,20.8376602678029,20.5307711332723,20.8667710607256,20.7603934721918,20.7882260559488,20.7043976110863,NA,NA
"neg_PI 40:4|PI 20:0_20:4_[M-H]-","12549","21.72","913.58484","PI 40:4|PI 20:0_20:4","[M-H]-","913.58118","C49H87O13P","PI","109.95411:5302 152.99513:19607 172.21396:5480 178.29054:25654 222.9996:13830 240.96767:5808 241.01039:65848 297.03659:6346 303.23199:90674 311.29465:73912 447.29022:25409 601.26935:7276 609.33948:32668 913.5827:213729",15.7839332543604,"12787","21.005","913.58026","PI 40:4|PI 20:0_20:4","12549",21.72,"[M-H]-","913.58118","1.00702599857042","C49H87O13P","PI","247.86","913.5813:412397 914.58465:237871 915.58801:86095","78.95788:8287 96.96716:7236 122.38548:4954 152.99364:32542 156.03624:5078 222.99835:23951 241.00911:97824 259.01892:10926 259.2403:12232 297.03619:12534 303.23001:129666 311.29285:127729 315.04541:9501 406.49893:5285 419.25192:6589 447.284:49680 601.28693:9055 609.33838:53182 627.35083:15258 913.57678:421705","109712.29471751","441996.5","24.8219826893449",0,0,23.8998051888592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3240530602548,18.9848245156774,19.2105143965084,18.9940716329629,18.0735872135228,18.9667589016433,18.8172178972278,18.6089550314868,18.6872047961945,18.4374920101254,18.4406907657822,18.6864629109146,NA,NA
"neg_PA 36:1|PA 18:0_18:1_[M-H]-__C","8474","21.809","701.5152","PA 36:1|PA 18:0_18:1","[M-H]-","701.5127","C39H75O8P","PA","78.95791:348137 96.96841:81286 134.98393:26370 152.99451:1455342 168.04086:16698 171.00467:28433 281.24786:1466800 283.26321:4233129 417.24045:234546 419.25668:1308425 435.25256:67829 437.26721:658699 701.51672:549001",31.2841682535135,"9016","21.397","701.51154","PA 36:1|PA 18:0_18:1","8474",21.809,"[M-H]-","701.5127","1.65356949350616","C39H75O8P","PA","86.72","701.51129:529832 702.51464:171758 703.518:57259","78.92064:5945 78.95766:66472 82.71207:5874 96.96778:10048 134.98154:6169 152.99437:231304 178.28606:5880 195.42058:5301 201.97577:5196 232.15825:5334 281.24741:223757 283.26309:591864 331.60538:6108 417.23962:33610 419.25589:192189 435.24576:8759 437.26791:94588 701.52167:95403","23194.5808971066","455907","5.08756849469445",0,0,5.01181979604258,14.0248799368843,12.2705873404475,13.7824863789789,13.2635626398206,12.3616696794928,13.6704349599024,13.1678885131806,11.9904585650737,13.6616667744153,12.8730595476615,12.1780423288648,13.7813597135247,13.7508116468975,12.4048754550152,13.7604080920677,12.4928546201748,11.8575922856975,13.8660231723982,12.6865005271832,12.0600203545079,13.6693280043959,13.2900188469326,12.0426853722193,13.5184072766714,11.6856248397263,10.8517490414161,NA,18.7858834497908,18.7923772596604,18.7670593658944,18.7975317129195,18.9252240935024,18.8976475491705,18.801477867952,18.7344880184992,18.7992278584733,18.7177433517693,18.8660775224534,18.9358527769121,NA,NA
"neg_PS 36:1|PS 18:0_18:1_[M-H]-__B","10128","21.814","788.54883","PS 36:1|PS 18:0_18:1","[M-H]-","788.54468","C42H80NO10P","PS","78.9586:1195797 96.96893:231998 152.96945:266994 152.99573:3937798 178.29024:268310 281.24924:5305824 283.26462:11738950 327.23373:956327 417.24173:2255653 419.25824:10107342 435.25174:441404 437.26871:3664142 478.30374:173064 701.51385:12033136 788.53967:1550503",31.2671807268934,"10658","21.143","788.54449","PS 36:1|PS 18:0_18:1","10128",21.814,"[M-H]-","788.54468","0.240950202054554","C42H80NO10P","PS","20099.81","788.54504:9352338 789.54839:4143250 790.55175:1153490","78.95763:490849 91.87286:7156 96.95682:5980 96.96815:101201 134.98376:27151 137.33614:5265 140.01242:10170 152.99432:1703540 171.00565:34144 196.03557:10416 229.19508:12542 281.24744:1907887 283.2627:4642802 327.23196:154545 417.24103:508037 419.25589:2535288 435.2514:113807 437.26703:1029586 478.29712:22097 701.51355:2232077 788.54321:262716 788.84479:8879","13875271.698694","107618172","12.8930564799911",0,0,12.1705012334644,15.5241437681947,14.4200259927263,15.3746659444372,15.2559874897882,14.5736471874933,15.3548003443506,14.6419952660172,14.0381473799815,15.4747516286944,14.5591380556424,14.1432237561239,15.344087811893,15.6058267231592,14.5561467731258,15.3900681682832,14.3311268824879,13.9607259948391,15.4056733322819,13.9462666402003,13.8211760562699,15.5743274319927,14.9214225692229,14.0025513411037,15.6504627845441,13.0019359131236,11.8540891798706,11.407798850222,27.0222008373168,26.6850907429936,26.9720418914098,26.6722496526826,26.6539986352662,27.0413560230525,26.6775924453091,26.5084691685365,26.802759013968,26.6516848043401,26.7395367125294,26.6353866717999,NA,NA
"neg_PS 34:0|PS 16:0_18:0_[M-H]-__B","9619","21.822","762.53192","PS 34:0|PS 16:0_18:0","[M-H]-","762.52911","C40H78NO10P","PS","78.95841:57645 96.96911:12964 113.19437:7495 120.083:7293 147.64008:8444 152.99544:231036 178.3398:16870 185.41074:7259 255.23315:224085 283.26501:614900 391.22833:75586 409.23615:18815 419.25867:357091 437.26978:140533 560.05829:7890 675.50012:319535 688.54877:33101 762.53107:32531",16.7393228543773,"10181","21.119","762.52924","PS 34:0|PS 16:0_18:0","9619",21.822,"[M-H]-","762.52911","-0.170485294670051","C40H78NO10P","PS","512.47","762.52924:5528088 763.53259:3350594 764.53595:762093","78.95774:234036 96.96828:46817 134.98373:15861 152.9946:795420 168.04173:9220 168.51094:5712 171.00494:11434 255.23216:851563 270.80267:5760 279.23279:26874 283.26343:2281143 303.23172:22344 391.22562:343815 409.23676:65202 419.25659:1483828 437.26758:584565 564.37024:6091 675.49854:1654211 688.54785:78589 762.53113:200291","190215.490627416","1091417.5","17.4282976612906",0,0,16.7594272179524,10.8241632097442,NA,8.90388184573618,10.283088353024,NA,9.02236781302845,NA,NA,NA,NA,NA,8.90989308377004,NA,NA,NA,NA,NA,8.81378119121704,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5686891017308,20.0928345499352,20.2244963472308,19.9629072989353,20.0218353199842,20.2400098314924,20.3795232673146,20.0030896253134,20.1420808743044,19.9416580404332,19.8750068543419,19.7065837016413,NA,NA
