From	To
P58335	ANTXR2
P58511	SMIM11
P58546	MTPN
P58876	H2BC5
P59046	NLRP12
P59535	TAS2R40
P59665	DEFA1
P59665	DEFA1B
P59768	GNG2
P59923	ZNF445
P59998	ARPC4
P60059	SEC61G
P60174	TPI1
P60228	EIF3E
P60468	SEC61B
P60484	PTEN
P60510	PPP4C
P60520	GABARAPL2
P60602	ROMO1
P60604	UBE2G2
P60660	MYL6
P60673	PFN3
P60842	EIF4A1
P60866	RPS20
P60891	PRPS1
P60900	PSMA6
P60903	S100A10
P60953	CDC42
P60981	DSTN
P60983	GMFB
P61006	RAB8A
P61009	SPCS3
P61011	SRP54
P61018	RAB4B
P61019	RAB2A
P61020	RAB5B
P61026	RAB10
P61081	UBE2M
P61086	UBE2K
P61088	UBE2N
P61106	RAB14
P61158	ACTR3
P61160	ACTR2
P61163	ACTR1A
P61201	COPS2
P61204	ARF3
P61221	ABCE1
P61224	RAP1B
P61225	RAP2B
P61244	MAX
P61247	RPS3A
P61254	RPL26
P61289	PSME3
P61313	RPL15
P61326	MAGOH
P61353	RPL27
P61457	PCBD1
P61513	RPL37A
P61586	RHOA
P61599	NAA20
P61601	NCALD
P61604	HSPE1
P61626	LYZ
P61758	VBP1
P61769	B2M
P61916	NPC2
P61927	RPL37
P61956	SUMO2
P61960	UFM1
P61962	DCAF7
P61964	WDR5
P61966	AP1S1
P61970	NUTF2
P61978	HNRNPK
P61981	YWHAG
P62070	RRAS2
P62072	TIMM10
P62081	RPS7
P62136	PPP1CA
P62140	PPP1CB
P62191	PSMC1
P62195	PSMC5
P62241	RPS8
P62244	RPS15A
P62249	RPS16
P62253	UBE2G1
P62258	YWHAE
P62263	RPS14
P62266	RPS23
P62269	RPS18
P62273	RPS29
P62277	RPS13
P62280	RPS11
P62304	SNRPE
P62306	SNRPF
P62308	SNRPG
P62310	LSM3
P62312	LSM6
P62314	SNRPD1
P62316	SNRPD2
P62318	SNRPD3
P62328	TMSB4X
P62330	ARF6
P62380	TBPL1
P62424	RPL7A
P62487	POLR2G
P62491	RAB11A
P62495	ETF1
P62633	CNBP
P62699	YPEL5
P62701	RPS4X
P62745	RHOB
P62750	RPL23A
P62753	RPS6
P62805	H4C1
P62805	H4C11
P62805	H4C12
P62805	H4C13
P62805	H4C14
P62805	H4C15
P62805	H4C16
P62805	H4C2
P62805	H4C3
P62805	H4C4
P62805	H4C5
P62805	H4C6
P62805	H4C8
P62805	H4C9
P62826	RAN
P62829	RPL23
P62834	RAP1A
P62837	UBE2D2
P62841	RPS15
P62851	RPS25
P62854	RPS26
P62857	RPS28
P62873	GNB1
P62875	POLR2L
P62877	RBX1
P62879	GNB2
P62888	RPL30
P62899	RPL31
P62906	RPL10A
P62913	RPL11
P62917	RPL8
P62937	PPIA
P62942	FKBP1A
P62979	RPS27A
P62987	UBA52
P62993	GRB2
P62995	TRA2B
P63000	RAC1
P63010	AP2B1
P63096	GNAI1
P63104	YWHAZ
P63151	PPP2R2A
P63162	SNRPN
P63167	DYNLL1
P63172	DYNLT1
P63173	RPL38
P63208	SKP1
P63218	GNG5
P63241	EIF5A
P63244	RACK1
P63261	ACTG1
P63272	SUPT4H1
P63313	TMSB10
P67775	PPP2CA
P67809	YBX1
P67812	SEC11A
P67870	CSNK2B
P67936	TPM4
P68032	ACTC1
P68036	UBE2L3
P68104	EEF1A1
P68363	TUBA1B
P68366	TUBA4A
P68371	TUBB4B
P68402	PAFAH1B2
P68871	HBB
P69891	HBG1
P69892	HBG2
P69905	HBA1
P69905	HBA2
P78314	SH3BP2
P78316	NOP14
P78318	IGBP1
P78324	SIRPA
P78325	ADAM8
P78332	RBM6
P78345	RPP38
P78346	RPP30
P78347	GTF2I
P78356	PIP4K2B
P78362	SRPK2
P78368	CSNK1G2
P78371	CCT2
P78382	SLC35A1
P78385	KRT83
P78406	RAE1
P78410	BTN3A2
P78417	GSTO1
P78527	PRKDC
P78536	ADAM17
P78537	BLOC1S1
P78549	NTHL1
P78560	CRADD
P78563	ADARB1
P79483	HLA-DRB3
P80108	GPLD1
P80188	LCN2
P80217	IFI35
P80511	S100A12
P80723	BASP1
P81605	DCD
P82094	TMF1
P82663	MRPS25
P82664	MRPS10
P82673	MRPS35
P82675	MRPS5
P82909	KGD4
P82912	MRPS11
P82914	MRPS15
P82921	MRPS21
P82932	MRPS6
P82933	MRPS9
P82970	HMGN5
P82979	SARNP
P83111	LACTB
P83436	COG7
P83731	RPL24
P83876	TXNL4A
P83916	CBX1
P84022	SMAD3
P84077	ARF1
P84085	ARF5
P84090	ERH
P84095	RHOG
P84098	RPL19
P84101	SERF2
P84103	SRSF3
P84157	MXRA7
P85037	FOXK1
P86452	ZBED6
P98066	TNFAIP6
P98082	DAB2
P98170	XIAP
P98171	ARHGAP4
P98175	RBM10
P98179	RBM3
P99999	CYCS
Q00013	MPP1
Q00059	TFAM
Q00169	PITPNA
Q00325	SLC25A3
Q00403	GTF2B
Q00534	CDK6
Q00535	CDK5
Q00577	PURA
Q00613	HSF1
Q00653	NFKB2
Q00688	FKBP3
Q00722	PLCB2
Q00765	REEP5
Q00796	SORD
Q00839	HNRNPU
Q00978	IRF9
Q01082	SPTBN1
Q01085	TIAL1
Q01105	SET
Q01130	SRSF2
Q01167	FOXK2
Q01196	RUNX1
Q01201	RELB
Q01415	GALK2
Q01432	AMPD3
Q01433	AMPD2
Q01459	CTBS
Q01469	FABP5
Q01518	CAP1
Q01543	FLI1
Q01546	KRT76
Q01581	HMGCS1
Q01628	IFITM3
Q01650	SLC7A5
Q01658	DR1
Q01664	TFAP4
Q01780	EXOSC10
Q01804	OTUD4
Q01813	PFKP
Q01826	SATB1
Q01831	XPC
Q01968	OCRL
Q01970	PLCB3
Q02040	AKAP17A
Q02078	MEF2A
Q02083	NAAA
Q02086	SP2
Q02108	GUCY1A1
Q02127	DHODH
Q02156	PRKCE
Q02218	OGDH
Q02252	ALDH6A1
Q02318	CYP27A1
Q02338	BDH1
Q02413	DSG1
Q02446	SP4
Q02447	SP3
Q02539	H1-1
Q02543	RPL18A
Q02556	IRF8
Q02750	MAP2K1
Q02790	FKBP4
Q02809	PLOD1
Q02818	NUCB1
Q02878	RPL6
Q02880	TOP2B
Q02978	SLC25A11
Q03013	GSTM4
Q03014	HHEX
Q03111	MLLT1
Q03113	GNA12
Q03154	ACY1
Q03164	KMT2A
Q03169	TNFAIP2
Q03188	CENPC
Q03252	LMNB2
Q03405	PLAUR
Q03468	ERCC6
Q03591	CFHR1
Q03701	CEBPZ
Q04446	GBE1
Q04637	EIF4G1
Q04656	ATP7A
Q04695	KRT17
Q04721	NOTCH2
Q04727	TLE4
Q04759	PRKCQ
Q04760	GLO1
Q04828	AKR1C1
Q04837	SSBP1
Q04864	REL
Q04917	YWHAH
Q04941	PLP2
Q05048	CSTF1
Q05086	UBE3A
Q05193	DNM1
Q05209	PTPN12
Q05315	CLC
Q05397	PTK2
Q05519	SRSF11
Q05639	EEF1A2
Q05655	PRKCD
Q05823	RNASEL
Q05932	FPGS
Q05940	SLC18A2
Q05BQ5	MBTD1
Q05D32	CTDSPL2
Q06033	ITIH3
Q06124	PTPN11
Q06136	KDSR
Q06187	BTK
Q06203	PPAT
Q06210	GFPT1
Q06265	EXOSC9
Q06323	PSME1
Q06330	RBPJ
Q06481	APLP2
Q06546	GABPA
Q06547	GABPB1
Q06587	RING1
Q06830	PRDX1
Q07002	CDK18
Q07021	C1QBP
Q07065	CKAP4
Q07617	SPAG1
Q07666	KHDRBS1
Q07812	BAX
Q07820	MCL1
Q07864	POLE
Q07890	SOS2
Q07954	LRP1
Q07960	ARHGAP1
Q08117	TLE5
Q08170	SRSF4
Q08188	TGM3
Q08209	PPP3CA
Q08211	DHX9
Q08257	CRYZ
Q08334	IL10RB
Q08378	GOLGA3
Q08379	GOLGA2
Q08380	LGALS3BP
Q08426	EHHADH
Q08554	DSC1
Q08623	PUDP
Q08708	CD300C
Q08722	CD47
Q08752	PPID
Q08830	FGL1
Q08945	SSRP1
Q08999	RBL2
Q08AF3	SLFN5
Q08AG7	MZT1
Q08AM6	VAC14
Q08AN1	ZNF616
Q08ET2	SIGLEC14
Q08J23	NSUN2
Q09028	RBBP4
Q09161	NCBP1
Q09327	MGAT3
Q09328	MGAT5
Q09472	EP300
Q09666	AHNAK
Q0GE19	SLC10A7
Q0JRZ9	FCHO2
Q0PNE2	ELP6
Q0VD83	APOBR
Q0VDF9	HSPA14
Q0VDG4	SCRN3
Q0VG06	FAAP100
Q0VGL1	LAMTOR4
Q10469	MGAT2
Q10471	GALNT2
Q10472	GALNT1
Q10567	AP1B1
Q10570	CPSF1
Q10589	BST2
Q10713	PMPCA
Q11130	FUT7
Q11201	ST3GAL1
Q11206	ST3GAL4
Q12756	KIF1A
Q12765	SCRN1
Q12768	WASHC5
Q12769	NUP160
Q12770	SCAP
Q12788	TBL3
Q12789	GTF3C1
Q12792	TWF1
Q12797	ASPH
Q12800	TFCP2
Q12802	AKAP13
Q12824	SMARCB1
Q12830	BPTF
Q12846	STX4
Q12851	MAP4K2
Q12872	SFSWAP
Q12873	CHD3
Q12874	SF3A3
Q12882	DPYD
Q12888	TP53BP1
Q12893	TMEM115
Q12899	TRIM26
Q12904	AIMP1
Q12905	ILF2
Q12906	ILF3
Q12907	LMAN2
Q12913	PTPRJ
Q12929	EPS8
Q12931	TRAP1
Q12933	TRAF2
Q12962	TAF10
Q12965	MYO1E
Q12968	NFATC3
Q12972	PPP1R8
Q12974	PTP4A2
Q12980	NPRL3
Q12981	BNIP1
Q12986	NFX1
Q12996	CSTF3
Q13009	TIAM1
Q13011	ECH1
Q13017	ARHGAP5
Q13029	PRDM2
Q13033	STRN3
Q13042	CDC16
Q13043	STK4
Q13045	FLII
Q13057	COASY
Q13084	MRPL28
Q13085	ACACA
Q13094	LCP2
Q13105	ZBTB17
Q13107	USP4
Q13111	CHAF1A
Q13112	CHAF1B
Q13123	IK
Q13126	MTAP
Q13127	REST
Q13129	RLF
Q13131	PRKAA1
Q13136	PPFIA1
Q13137	CALCOCO2
Q13144	EIF2B5
Q13148	TARDBP
Q13151	HNRNPA0
Q13153	PAK1
Q13155	AIMP2
Q13158	FADD
Q13162	PRDX4
Q13163	MAP2K5
Q13164	MAPK7
Q13177	PAK2
Q13185	CBX3
Q13188	STK3
Q13190	STX5
Q13191	CBLB
Q13200	PSMD2
Q13206	DDX10
Q13216	ERCC8
Q13217	DNAJC3
Q13232	NME3
Q13233	MAP3K1
Q13239	SLA
Q13242	SRSF9
Q13243	SRSF5
Q13247	SRSF6
Q13257	MAD2L1
Q13263	TRIM28
Q13283	G3BP1
Q13287	NMI
Q13303	KCNAB2
Q13308	PTK7
Q13315	ATM
Q13325	IFIT5
Q13330	MTA1
Q13347	EIF3I
Q13356	PPIL2
Q13363	CTBP1
Q13370	PDE3B
Q13371	PDCL
Q13393	PLD1
Q13395	TARBP1
Q13404	UBE2V1
Q13405	MRPL49
Q13409	DYNC1I2
Q13415	ORC1
Q13416	ORC2
Q13422	IKZF1
Q13423	NNT
Q13425	SNTB2
Q13426	XRCC4
Q13427	PPIG
Q13428	TCOF1
Q13432	UNC119
Q13433	SLC39A6
Q13435	SF3B2
Q13438	OS9
Q13439	GOLGA4
Q13442	PDAP1
Q13443	ADAM9
Q13444	ADAM15
Q13445	TMED1
Q13451	FKBP5
Q13459	MYO9B
Q13464	ROCK1
Q13472	TOP3A
Q13480	GAB1
Q13488	TCIRG1
Q13492	PICALM
Q13496	MTM1
Q13501	SQSTM1
Q13503	MED21
Q13505	MTX1
Q13506	NAB1
Q13509	TUBB3
Q13523	PRP4K
Q13526	PIN1
Q13530	SERINC3
Q13535	ATR
Q13541	EIF4EBP1
Q13542	EIF4EBP2
Q13546	RIPK1
Q13547	HDAC1
Q13561	DCTN2
Q13563	PKD2
Q13564	NAE1
Q13568	IRF5
Q13571	LAPTM5
Q13572	ITPK1
Q13573	SNW1
Q13574	DGKZ
Q13576	IQGAP2
Q13586	STIM1
Q13595	TRA2A
Q13596	SNX1
Q13601	KRR1
Q13608	PEX6
Q13610	PWP1
Q13615	MTMR3
Q13616	CUL1
Q13618	CUL3
Q13619	CUL4A
Q13625	TP53BP2
Q13627	DYRK1A
Q13630	GFUS
Q13636	RAB31
Q13637	RAB32
Q13642	FHL1
Q13643	FHL3
Q13671	RIN1
Q13686	ALKBH1
Q13724	MOGS
Q13748	TUBA3C
Q13748	TUBA3D
Q13751	LAMB3
Q13761	RUNX3
Q13769	THOC5
Q13795	ARFRP1
Q13797	ITGA9
Q13813	SPTAN1
Q13823	GNL2
Q13825	AUH
Q13835	PKP1
Q13838	DDX39B
Q13867	BLMH
Q13868	EXOSC2
Q13882	PTK6
Q13884	SNTB1
Q13889	GTF2H3
Q13895	BYSL
Q13905	RAPGEF1
Q13907	IDI1
Q13946	PDE7A
Q13948	CUX1
Q13951	CBFB
Q13952	NFYC
Q14004	CDK13
Q14005	IL16
Q14008	CKAP5
Q14011	CIRBP
Q14012	CAMK1
Q14019	COTL1
Q14061	COX17
Q14103	HNRNPD
Q14116	IL18
Q14118	DAG1
Q14135	VGLL4
Q14137	BOP1
Q14139	UBE4A
Q14142	TRIM14
Q14145	KEAP1
Q14146	URB2
Q14147	DHX34
Q14149	MORC3
Q14151	SAFB2
Q14152	EIF3A
Q14153	FAM53B
Q14157	UBAP2L
Q14161	GIT2
Q14162	SCARF1
Q14164	IKBKE
Q14165	MLEC
Q14166	TTLL12
Q14181	POLA2
Q14186	TFDP1
Q14195	DPYSL3
Q14204	DYNC1H1
Q14232	EIF2B1
Q14240	EIF4A2
Q14244	MAP7
Q14246	ADGRE1
Q14249	ENDOG
Q14254	FLOT2
Q14257	RCN2
Q14258	TRIM25
Q14289	PTK2B
Q14296	FASTK
Q14314	FGL2
Q14318	FKBP8
Q14320	FAM50A
Q14331	FRG1
Q14332	FZD2
Q14344	GNA13
Q14353	GAMT
Q14376	GALE
Q14435	GALNT3
Q14444	CAPRIN1
Q14457	BECN1
Q14498	RBM39
Q14511	NEDD9
Q14520	HABP2
Q14554	PDIA5
Q14558	PRPSAP1
Q14562	DHX8
Q14566	MCM6
Q14571	ITPR2
Q14573	ITPR3
Q14574	DSC3
Q14586	ZNF267
Q14592	ZNF460
Q14596	NBR1
Q14643	ITPR1
Q14644	RASA3
Q14651	PLS1
Q14653	IRF3
Q14657	LAGE3
Q14667	BLTP2
Q14669	TRIP12
Q14671	PUM1
Q14676	MDC1
Q14677	CLINT1
Q14683	SMC1A
Q14684	RRP1B
Q14686	NCOA6
Q14687	GSE1
Q14689	DIP2A
Q14690	PDCD11
Q14691	GINS1
Q14692	BMS1
Q14693	LPIN1
Q14694	USP10
Q14696	MESD
Q14697	GANAB
Q14699	RFTN1
Q14722	KCNAB1
Q14728	MFSD10
Q14739	LBR
Q14746	COG2
Q14761	PTPRCAP
Q14764	MVP
Q14789	GOLGB1
Q14790	CASP8
Q147X3	NAA30
Q14814	MEF2D
Q14847	LASP1
Q14849	STARD3
Q14872	MTF1
Q14914	PTGR1
Q14934	NFATC4
Q14938	NFIX
Q14964	RAB39A
Q14966	ZNF638
Q14974	KPNB1
Q14978	NOLC1
Q14980	NUMA1
Q14997	PSME4
Q14999	CUL7
Q14BN4	SLMAP
Q14C86	GAPVD1
Q14CS0	UBXN2B
Q14CX7	NAA25
Q14CZ7	FASTKD3
Q15003	NCAPH
Q15004	PCLAF
Q15006	EMC2
Q15007	WTAP
Q15008	PSMD6
Q15013	MAD2L1BP
Q15014	MORF4L2
Q15018	ABRAXAS2
Q15019	SEPTIN2
Q15020	SART3
Q15021	NCAPD2
Q15022	SUZ12
Q15024	EXOSC7
Q15025	TNIP1
Q15027	ACAP1
Q15029	EFTUD2
Q15031	LARS2
Q15032	R3HDM1
Q15034	HERC3
Q15035	TRAM2
Q15036	SNX17
Q15042	RAB3GAP1
Q15046	KARS1
Q15047	SETDB1
Q15048	LRRC14
Q15050	RRS1
Q15052	ARHGEF6
Q15054	POLD3
Q15056	EIF4H
Q15057	ACAP2
Q15059	BRD3
Q15061	WDR43
Q15067	ACOX1
Q15072	ZNF146
Q15075	EEA1
Q15080	NCF4
Q15084	PDIA6
Q15102	PAFAH1B3
Q15118	PDK1
Q15119	PDK2
Q15120	PDK3
Q15121	PEA15
Q15125	EBP
Q15126	PMVK
Q15131	CDK10
Q15149	PLEC
Q15154	PCM1
Q15170	TCEAL1
Q15172	PPP2R5A
Q15173	PPP2R5B
Q15181	PPA1
Q15185	PTGES3
Q15208	STK38
Q15223	NECTIN1
Q15233	NONO
Q15257	PTPA
Q15269	PWP2
Q15274	QPRT
Q15276	RABEP1
Q15286	RAB35
Q15291	RBBP5
Q15293	RCN1
Q15306	IRF4
Q15311	RALBP1
Q15326	ZMYND11
Q15361	TTF1
Q15363	TMED2
Q15365	PCBP1
Q15366	PCBP2
Q15370	ELOB
Q15382	RHEB
Q15386	UBE3C
Q15388	TOMM20
Q15390	MTFR1
Q15392	DHCR24
Q15393	SF3B3
Q15397	PUM3
Q15399	TLR1
Q15404	RSU1
Q15424	SAFB
Q15427	SF3B4
Q15428	SF3A2
Q15435	PPP1R7
Q15437	SEC23B
Q15438	CYTH1
Q15459	SF3A1
Q15477	SKIC2
Q15526	SURF1
Q15527	SURF2
Q15532	SS18
Q15542	TAF5
Q15544	TAF11
Q15545	TAF7
Q15554	TERF2
Q15555	MAPRE2
Q15569	TESK1
Q15596	NCOA2
Q15599	NHERF2
Q15628	TRADD
Q15631	TSN
Q15633	TARBP2
Q15637	SF1
Q15643	TRIP11
Q15645	TRIP13
Q15646	OASL
Q15648	MED1
Q15650	TRIP4
Q15651	HMGN3
Q15654	TRIP6
Q15691	MAPRE1
Q15714	TSC22D1
Q15717	ELAVL1
Q15722	LTB4R
Q15723	ELF2
Q15738	NSDHL
Q15742	NAB2
Q15744	CEBPE
Q15750	TAB1
Q15751	HERC1
Q15758	SLC1A5
Q15772	SPEG
Q15773	MLF2
Q15785	TOMM34
Q15788	NCOA1
Q15796	SMAD2
Q15797	SMAD1
Q15800	MSMO1
Q15811	ITSN1
Q15813	TBCE
Q15814	TBCC
Q15819	UBE2V2
Q15833	STXBP2
Q15836	VAMP3
Q15843	NEDD8
Q15853	USF2
Q15904	ATP6AP1
Q15906	VPS72
Q15907	RAB11B
Q15910	EZH2
Q15911	ZFHX3
Q15942	ZYX
Q16134	ETFDH
Q16181	SEPTIN7
Q16186	ADRM1
Q16204	CCDC6
Q16222	UAP1
Q16254	E2F4
Q16270	IGFBP7
Q16401	PSMD5
Q16512	PKN1
Q16513	PKN2
Q16514	TAF12
Q16531	DDB1
Q16537	PPP2R5E
Q16539	MAPK14
Q16540	MRPL23
Q16543	CDC37
Q16555	DPYSL2
Q16560	SNRNP35
Q16563	SYPL1
Q16576	RBBP7
Q16581	C3AR1
Q16584	MAP3K11
Q16594	TAF9
Q16602	CALCRL
Q16610	ECM1
Q16621	NFE2
Q16626	MEA1
Q16627	CCL14
Q16630	CPSF6
Q16635	TAFAZZIN
Q16644	MAPKAPK3
Q16654	PDK4
Q16656	NRF1
Q16658	FSCN1
Q16666	IFI16
Q16678	CYP1B1
Q16698	DECR1
Q16706	MAN2A1
Q16718	NDUFA5
Q16719	KYNU
Q16740	CLPP
Q16762	TST
Q16769	QPCT
Q16775	HAGH
Q16777	H2AC20
Q16795	NDUFA9
Q16798	ME3
Q16799	RTN1
Q16822	PCK2
Q16827	PTPRO
Q16828	DUSP6
Q16829	DUSP7
Q16831	UPP1
Q16854	DGUOK
Q16864	ATP6V1F
Q16873	LTC4S
Q16881	TXNRD1
Q16891	IMMT
Q17R31	TATDN3
Q17RN3	FAM98C
Q17RS7	GEN1
Q1KMD3	HNRNPUL2
Q27J81	INF2
Q29974	HLA-DRB1
Q29RF7	PDS5A
Q2KHR2	RFX7
Q2KHR3	QSER1
Q2KHT3	CLEC16A
Q2LD37	BLTP1
Q2M1Z3	ARHGAP31
Q2M296	MTHFSD
Q2M2I8	AAK1
Q2M385	MPEG1
Q2M389	WASHC4
Q2NKJ3	CTC1
Q2NKX8	ERCC6L
Q2NL82	TSR1
Q2PPJ7	RALGAPA2
Q2T9J0	TYSND1
Q2TAA2	IAH1
Q2TAA5	ALG11
Q2TAL8	QRICH1
Q2TAY7	SMU1
Q2TAZ0	ATG2A
Q2TB10	ZNF800
Q2TBE0	CWF19L2
Q2VIQ3	KIF4B
Q2VPB7	AP5B1
Q30134	HLA-DRB1
Q31612	HLA-B
Q32M88	PGGHG
Q32MZ4	LRRFIP1
Q32NB8	PGS1
Q32NC0	C18orf21
Q32P28	P3H1
Q32P41	TRMT5
Q32Q12	NME1-NME2
Q330K2	NDUFAF6
Q38SD2	LRRK1
Q3B726	POLR1F
Q3B7J2	GFOD2
Q3BDU5	LMNA
Q3KQU3	MAP7D1
Q3KQV9	UAP1L1
Q3KQZ1	SLC25A35
Q3KRA6	C2orf76
Q3L8U1	CHD9
Q3LXA3	TKFC
Q3MHD2	LSM12
Q3MIT2	PUS10
Q3MIX3	ADCK5
Q3SXM5	HSDL1
Q3SY69	ALDH1L2
Q3SY84	KRT71
Q3T8J9	GON4L
Q3T906	GNPTAB
Q3V6T2	CCDC88A
Q3YBM2	TMEM176B
Q3YEC7	RABL6
Q3ZAQ7	VMA21
Q3ZCQ8	TIMM50
Q3ZCW2	LGALSL
Q460N5	PARP14
Q495W5	FUT11
Q496F6	CD300E
Q499Z4	ZNF672
Q49A26	GLYR1
Q49AG3	ZBED5
Q49AR2	C5orf22
Q49B96	COX19
Q4ADV7	RIC1
Q4AE62	GTDC1
Q4FZB7	KMT5B
Q4G0F5	VPS26B
Q4G0I0	UQCC4
Q4G0J3	LARP7
Q4G0N4	NADK2
Q4G0X4	KCTD21
Q4G148	GXYLT1
Q4G176	ACSF3
Q4J6C6	PREPL
Q4KMP7	TBC1D10B
Q4KMQ2	ANO6
Q4KWH8	PLCH1
Q4L235	AASDH
Q4LE39	ARID4B
Q4V328	GRIPAP1
Q4VC31	MIX23
Q4VX76	SYTL3
Q4W5G0	TIGD2
Q4ZIN3	TMEM259
Q504Q3	PAN2
Q52LA3	LIN52
Q52LJ0	FAM98B
Q52LR7	EPC2
Q53EL6	PDCD4
Q53EP0	FNDC3B
Q53ET0	CRTC2
Q53EU6	GPAT3
Q53F19	NCBP3
Q53FA7	TP53I3
Q53FT3	HIKESHI
Q53G44	IFI44L
Q53GL0	PLEKHO1
Q53GQ0	HSD17B12
Q53GS7	GLE1
Q53GS9	USP39
Q53GT1	KLHL22
Q53H12	AGK
Q53H47	SETMAR
Q53H82	LACTB2
Q53HC5	KLHL26
Q53HV7	SMUG1
Q53QZ3	ARHGAP15
Q53R41	FASTKD1
Q53S33	BOLA3
Q53S58	TMEM177
Q53T59	HS1BP3
Q53T94	TAF1B
Q53TN4	CYBRD1
Q562R1	ACTBL2
Q56P03	EAPP
Q56VL3	OCIAD2
Q587I9	SFT2D3
Q58A45	PAN3
Q58FF3	HSP90B2P
Q58FF6	HSP90AB4P
Q58FG0	HSP90AA5P
Q58FG1	HSP90AA4P
Q58WW2	DCAF6
Q5BJD5	TMEM41B
Q5BJF2	TMEM97
Q5BJF6	ODF2
Q5BJH2	TMEM128
Q5BJH7	YIF1B
Q5BKT4	ALG10
Q5BKU9	OXLD1
Q5BKX5	ACTMAP
Q5BKZ1	ZNF326
Q5C9Z4	NOM1
Q5D862	FLG2
Q5EBL8	PDZD11
Q5EBM0	CMPK2
Q5EE01	CENPW
Q5EG05	CARD16
Q5F1R6	DNAJC21
Q5FWE3	PRRT3
Q5FWF5	ESCO1
Q5GLZ8	HERC4
Q5H8A4	PIGG
Q5H9F3	BCORL1
Q5H9U9	DDX60L
Q5HYI7	MTX3
Q5HYI8	RABL3
Q5HYK3	COQ5
Q5HYK9	ZNF667
Q5J8M3	EMC4
Q5JPH6	EARS2
Q5JPI3	C3orf38
Q5JPI9	EEF1AKMT2
Q5JRA6	MIA3
Q5JRS3	UBA1
Q5JRX3	PITRM1
Q5JS37	NHLRC3
Q5JS54	PSMG4
Q5JSH3	WDR44
Q5JSK9	HMGN5
Q5JSP0	FGD3
Q5JSZ5	PRRC2B
Q5JTD0	TJAP1
Q5JTH9	RRP12
Q5JTV8	TOR1AIP1
Q5JTZ9	AARS2
Q5JU69	TOR2A
Q5JUQ0	FAM78A
Q5JUR7	TEX30
Q5JUX0	SPIN3
Q5JVF3	PCID2
Q5JXA9	SIRPB2
Q5JXC2	MIIP
Q5JXI8	FHL1
Q5JYR3	RPN2
Q5K651	SAMD9
Q5LJB0	UCHL5
Q5M775	SPECC1
Q5M7Z0	RNFT1
Q5MIZ7	PPP4R3B
Q5MNZ6	WDR45B
Q5NDL2	EOGT
Q5PSV4	BRMS1L
Q5QGZ9	CLEC12A
Q5QJ74	TBCEL
Q5QJE6	DNTTIP2
Q5QP82	DCAF10
Q5QPM7	PSMF1
Q5R372	RABGAP1L
Q5R3I4	TTC38
Q5RI15	COX20
Q5RKV6	EXOSC6
Q5RL73	RBM48
Q5S007	LRRK2
Q5SGD2	PPM1L
Q5SNT2	TMEM201
Q5SQI0	ATAT1
Q5SRE5	NUP188
Q5SRE7	PHYHD1
Q5SRI9	MANEA
Q5SSJ5	HP1BP3
Q5SVL2	CASP7
Q5SVS4	SLC25A30
Q5SW79	CEP170
Q5SW96	LDLRAP1
Q5SWX3	CAMK2G
Q5SWX8	ODR4
Q5SX86	GDI2
Q5SXM8	DNLZ
Q5SY16	NOL9
Q5T011	SZT2
Q5T0B9	ZNF362
Q5T0D9	TPRG1L
Q5T0F9	CC2D1B
Q5T0I0	GSN
Q5T0R9	CAP1
Q5T0Z8	C6orf132
Q5T124	UBXN11
Q5T160	RARS2
Q5T1C6	THEM4
Q5T1J5	CHCHD2P9
Q5T1M5	FKBP15
Q5T1V6	DDX59
Q5T200	ZC3H13
Q5T280	SPOUT1
Q5T2E6	ARMH3
Q5T2R2	PDSS1
Q5T2T1	MPP7
Q5T3I0	GPATCH4
Q5T3J3	LRIF1
Q5T440	IBA57
Q5T447	HECTD3
Q5T4D3	TMTC4
Q5T4F4	ZFYVE27
Q5T4S7	UBR4
Q5T4T1	TMEM170B
Q5T5C0	STXBP5
Q5T5X7	BEND3
Q5T5Y3	CAMSAP1
Q5T653	MRPL2
Q5T6C5	ATXN7L2
Q5T6F0	DCAF12
Q5T6F2	UBAP2
Q5T6J7	IDNK
Q5T6V5	QNG1
Q5T6W2	HNRNPK
Q5T749	KPRP
Q5T750	KPLCE
Q5T7W0	ZNF618
Q5T8D3	ACBD5
Q5T8I3	EEIG2
Q5T8I9	HENMT1
Q5T8P6	RBM26
Q5T8T7	MED22
Q5T8T8	MED22
Q5T9A4	ATAD3B
Q5TA02	GSTO1
Q5TA45	INTS11
Q5TA50	CPTP
Q5TAL2	SNRPC
Q5TB53	TM9SF3
Q5TB80	CEP162
Q5TBB1	RNASEH2B
Q5TBP9	LSM14B
Q5TC82	RC3H1
Q5TC84	OGFRL1
Q5TDH0	DDI2
Q5TEC6	H3-7
Q5TEJ8	THEMIS2
Q5TEU4	NDUFAF5
Q5TFE4	NT5DC1
Q5TFQ8	SIRPB1
Q5TGY3	AHDC1
Q5TGZ0	MICOS10
Q5THJ4	VPS13D
Q5THK1	PRR14L
Q5TKA1	LIN9
Q5TZA2	CROCC
Q5U3C3	TMEM164
Q5U5X0	LYRM7
Q5UE93	PIK3R6
Q5UIP0	RIF1
Q5VIR6	VPS53
Q5VSG8	MANEAL
Q5VSL9	STRIP1
Q5VST6	ABHD17B
Q5VT06	CEP350
Q5VT52	RPRD2
Q5VT66	MTARC1
Q5VTB9	RNF220
Q5VTE6	ANGEL2
Q5VTL8	PRPF38B
Q5VTR2	RNF20
